오산시  초중고생에 ‘필터교체 면마스크’ 무료제공,▲ CNB뉴스  CNBNEWS  씨앤비뉴스 오산시는 코로나19의 장기화와 마스크 품귀현상으로 높아진 시민들의 불안감... 프로젝트 일환으로 시는 학생들의 코로나 19 집단 감염 예방을 위해 ‘따숨마스크’를 학교 개학에 맞춰 관내... 
강진군  코로나19 대응 ‘강진사랑상품권’ 10% 특별할인 판매,김용재 기자  강진군이 코로나19 확산으로 소비심리 위축  관광객 감소 등 지역경제 침체를 극복하기 위해 오는 16일부터 코로나19 상황 종료시까지 강진사랑상품권 할인율을 현행 5%에서 10%로 상향해 판매한다. 또... 
㈜더불어지애  나주시에 손소독제 2백개 기탁,강세진)에서 코로나19 감염증 예방을 위한 손소독제 200개를 기탁해왔다고 밝혔다.  이날 기탁식을 위해 시청을 방문한 강세진 대표는 “지역민의 코로나19 예방에 적게나마 보탬이 되길 바란다”며 “앞으로도 다양한... 
부산진구 10일부터 ‘드라이브 스루’ 선별진료소 운영,타고 코로나19 검사를 받을 수 있는 ‘드라이브 스루(Drive-Thru)’선별진료소가 운영된다.부산 부산진구... 서은숙 구청장은“의료인력 구성 등의 문제로 도입이 늦어져 송구스럽다”며“코로나19 사태를 조기에... 
국제 유가  산유국 감산 합의 실패 폭락,6일 국제유가가 코로나19  산유국 감산 합의 불발에 폭락했다. 미국 뉴욕상업거래소(NYMEX) 6일... 이와 함께 코로나19의 전세계적 확산이 지속된 점도 국제 유가 하락에 영향을 준 것으로 분석되고 있다.
부산진구  대선주조 기부 알코올 다중이용시설에 전달,대선주조는 코로나19 사태가 장기화되면서 방역용으로 사용할 수 있는 알코올 주조원료를 각 기관에... 최근 코로나 사각지대로 급부상하고 있는 노래연습장 172개소  pc방 등 게임제공업소 142개소에 전달 할 방침이다.... 
대천동지역사회보장협의체  코로나19 피해 이웃에 상품권 전달,코로나19로 인해 지역경제가 침체돼 어려움을 겪고 있는 가운데  대천동지역사회보장협의체가 어려운 이웃에 봉사와 나눔활동을 적극 전개하고 나섰다. 대천동지역사회보장협의체(위원장 김성보)는 지난 6일 코로나19... 
우체국 &quot;마스크 1인 1매 판매  대리구매는 안 돼요&quot;,우정사업본부는 코로나19 예방을 위해 지난달 27일부터 보건용 마스크를 판매하고 있다. 읍면지역 1317개 우체국에서 277만 8000매  대구·청도지역 89개 우체국에서 81만 2000매 등 총 359만 매(6일 기준)를 판매했다.... 
한국 알림이 기자단에 역대 최다 104개국 2154명 선발,구독자 3만4631명에게 인도네시아어로 한국의 예능  드라마 등의 소식을 전하는 델리마 주니(Delima Juni  인도네시아) 씨도 새롭게 합류했다.제9기 명예기자단은 코로나19 확산 방지를 위한 지구촌 공동 활동부터... 
영천시  코로나19 종식이후 관광업활성화 대응책 마련,경북 영천시가 침체에 빠진 지역 관광산업 활성화를 위해 코로나19 종식 이후 대응책마련에 나선다. 9일 영천시에 따르면  코로나19에 선제적이고 능동적인 대응을 위해 관광대책 상황실을 설치하는 등 여행업  유원시설... 
경주시  조기발주와 신속집행 지역 건설경기 침체 탈출,코로나19와 관련해 원활한 계약이행을 위한 '신종 코로나바이러스 감염증 관련 계약집행운영요령'에 의거해 계약의 특성  계약이행 상황 등을 종합적으로 고려해 시행한다. 자치단체가 체결한 계약의 신속한 집행을 위해... 
